Brew_ID,Name,City,State,Region
382,Swashbuckler Brewing Company,Manheim, PA,NORTHEAST
383,Blue Mountain Brewery,Afton, VA,SOUTH
384,Starr Hill Brewery,Crozet, VA,SOUTH
385,Westbrook Brewing Company,Mt. Pleasant, SC,SOUTH
386,Shipyard Brewing Company,Portland, ME,NORTHEAST
387,Revolution Brewing,Paonia, CO,WEST
388,Natian Brewery,Portland, OR,WEST
389,Alltech's Lexington Brewing Company,Lexington, KY,SOUTH
390,Oskar Blues Brewery (North Carol...,Brevard, NC,SOUTH
391,Orlison Brewing Company,Airway Heights, WA,WEST
392,Breckenridge Brewery,Denver, CO,WEST
393,Santa Fe Brewing Company,Santa Fe, NM,WEST
394,Miami Brewing Company,Miami, FL,SOUTH
395,Schilling & Company,Seattle, WA,WEST
396,Hops & Grain Brewery,Austin, TX,SOUTH
397,White Flame Brewing Company,Hudsonville, MI,MIDWEST
398,Ruhstaller Beer Company,Sacramento, CA,WEST
399,Saugatuck Brewing Company,Douglas, MI,MIDWEST
400,Moab Brewery,Moab, UT,WEST
401,Macon Beer Company,Macon, GA,SOUTH
402,Amnesia Brewing Company,Washougal, WA,WEST
403,Wolverine State Brewing Company,Ann Arbor, MI,MIDWEST
404,Red Tank Cider Company,Bend, OR,WEST
405,Cascadia Ciderworks United,Portland, OR,WEST
406,Fate Brewing Company,Boulder, CO,WEST
407,Lazy Monk Brewing,Eau Claire, WI,MIDWEST
408,Bitter Root Brewing,Hamilton, MT,WEST
409,10 Barrel Brewing Company,Bend, OR,WEST
410,Tamarack Brewing Company,Lakeside, MT,WEST
411,New England Brewing Company,Woodbridge, CT,NORTHEAST
412,Seattle Cider Company,Seattle, WA,WEST
413,Straight to Ale,Huntsville, AL,SOUTH
414,Austin Beerworks,Austin, TX,SOUTH
415,Blue Mountain Brewery,Arrington, VA,SOUTH
416,Coastal Empire Beer Company,Savannah, GA,SOUTH
417,Jack's Hard Cider (Hauser Estate...,Biglerville, PA,NORTHEAST
418,Boulder Beer Company,Boulder, CO,WEST
419,Coalition Brewing Company,Portland, OR,WEST
420,Sanitas Brewing Company,Boulder, CO,WEST
421,Gore Range Brewery,Edwards, CO,WEST
422,Redstone Meadery,Boulder, CO,WEST
423,Blue Dog Mead,Eugene, OR,WEST
424,Hess Brewing Company,San Diego, CA,WEST
425,Wynkoop Brewing Company,Denver, CO,WEST
426,Ciderboys,Stevens Point, WI,MIDWEST
427,Armadillo Ale Works,Denton, TX,SOUTH
428,Roanoke Railhouse Brewery,Roanoke, VA,SOUTH
429,Schlafly Brewing Company,Saint Louis, MO,MIDWEST
430,Asher Brewing Company,Boulder, CO,WEST
431,Lost Rhino Brewing Company,Ashburn, VA,SOUTH
432,North Country Brewing Company,Slippery Rock, PA,NORTHEAST
433,Seabright Brewery,Santa Cruz, CA,WEST
434,French Broad Brewery,Asheville, NC,SOUTH
435,Angry Orchard Cider Company,Cincinnati, OH,MIDWEST
436,Two Roads Brewing Company,Stratford, CT,NORTHEAST
437,Southern Oregon Brewing Company,Medford, OR,WEST
438,Brooklyn Brewery,Brooklyn, NY,NORTHEAST
439,The Right Brain Brewery,Traverse City, MI,MIDWEST
440,Kona Brewing Company,Kona, HI,WEST
441,MillKing It Productions,Royal Oak, MI,MIDWEST
442,Pateros Creek Brewing Company,Fort Collins, CO,WEST
443,O'Fallon Brewery,O'Fallon, MO,MIDWEST
444,Marble Brewery,Albuquerque, NM,WEST
445,Big Wood Brewery,Vadnais Heights, MN,MIDWEST
446,Howard Brewing Company,Lenoir, NC,SOUTH
447,Downeast Cider House,Leominster, MA,NORTHEAST
448,Swamp Head Brewery,Gainesville, FL,SOUTH
449,Mavericks Beer Company,Half Moon Bay, CA,WEST
450,TailGate Beer,San Diego, CA,WEST
451,Northwest Brewing Company,Pacific, WA,WEST
452,Dad & Dude's Breweria,Aurora, CO,WEST
